year,quarter,monthsigned,market,building_name,building_id,address,region,city,state,zip,internal_submarket,internal_class,leasedsf,company_name,internal_industry,transaction_type,internal_market_cluster,costarid,space_type,cbd_suburban,rba,available_space,availability_proportion,internal_class_rent,overall_rent,direct_available_space,direct_availability_proportion,direct_internal_class_rent,direct_overall_rent,sublet_available_space,sublet_availability_proportion,sublet_internal_class_rent,sublet_overall_rent,leasing
2018,Q1,1.0,Los Angeles,,Los Angeles_Beverly Hills_Beverly Hills_NA_407 N Maple Dr,407 N Maple Dr,West,Beverly Hills,CA,90210.0,Beverly Hills,A,20754.0,Mosaic Media Group,"Technology, Advertising, Media, and Information",New,Westside,617277,New,CBD,143744668.0,26495057.0,0.184320276839764,39.9017071694796,36.9589964321819,,,,,,,,,2480075.0
2018,Q1,1.0,Manhattan,1 Park Ave,Manhattan_Park Avenue South_New York_1 Park Ave_One Park Ave,One Park Ave,Northeast,New York,NY,10016.0,Park Avenue South,O,22516.0,Bmg Management,"Business, Professional, and Consulting Services (except Financial and Legal) - Including Accounting",New,Midtown South,157499,Relet,CBD,199870492.0,20399536.0,0.102063770373868,61.391797776729,73.7398641513934,,,,,,,,,3789831.0
2018,Q1,1.0,Manhattan,101109 E 48th St,Manhattan_Plaza South_New York_101109 E 48th St_299 Park Ave,299 Park Ave,Northeast,New York,NY,10171.0,Plaza South,A,29173.0,B Riley Asset Management,Financial Services and Insurance,Restructure,Midtown,157111,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0
2018,Q1,1.0,Manhattan,101109 E 48th St,Manhattan_Plaza South_New York_101109 E 48th St_299 Park Ave,299 Park Ave,Northeast,New York,NY,10171.0,Plaza South,A,59534.0,King Street Capital,Financial Services and Insurance,Relocation,Midtown,157111,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0
2018,Q1,1.0,Manhattan,110 E 24th St,Manhattan_Park Avenue South_New York_110 E 24th St_315 Park Ave S,315 Park Ave S,Northeast,New York,NY,10010.0,Park Avenue South,O,34100.0,Pitchbook Data,"Technology, Advertising, Media, and Information",Relocation,Midtown South,157511,Relet,CBD,199870492.0,20399536.0,0.102063770373868,61.391797776729,73.7398641513934,,,,,,,,,3789831.0
2018,Q1,1.0,Manhattan,111 50th St,Manhattan_East Side / UN_New York_111 50th St_560 Lexington Ave,560 Lexington Ave,Northeast,New York,NY,10022.0,East Side / UN,A,17162.0,KPMG,"Business, Professional, and Consulting Services (except Financial and Legal) - Including Accounting",Expansion,Midtown,157441,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0
2018,Q1,1.0,Manhattan,111123 38th St,Manhattan_Penn Plaza/Times Square South_New York_111123 38th St_1400 Broadway,1400 Broadway,Northeast,New York,NY,10018.0,Penn Plaza/Times Square South,O,34591.0,Uber,"Technology, Advertising, Media, and Information",New,Midtown,157163,Relet,CBD,199870492.0,20399536.0,0.102063770373868,61.391797776729,73.7398641513934,,,,,,,,,3789831.0
2018,Q1,1.0,Manhattan,1127 W 42nd St,Manhattan_Grand Central_New York_1127 W 42nd St_11 W 42nd St,11 W 42nd St,Northeast,New York,NY,10036.0,Grand Central,O,150000.0,CIT,Financial Services and Insurance,Renewal,Midtown,157226,Relet,CBD,199870492.0,20399536.0,0.102063770373868,61.391797776729,73.7398641513934,,,,,,,,,3789831.0
2018,Q1,1.0,Manhattan,119 W 40th St,Manhattan_Penn Plaza/Times Square South_New York_119 W 40th St_114 W 41st St,114 W 41st St,Northeast,New York,NY,10036.0,Penn Plaza/Times Square South,O,15931.0,Demandbase,"Technology, Advertising, Media, and Information",Relocation,Midtown,157417,Relet,CBD,199870492.0,20399536.0,0.102063770373868,61.391797776729,73.7398641513934,,,,,,,,,3789831.0
2018,Q1,1.0,Manhattan,134152 53rd St,Manhattan_East Side / UN_New York_134152 53rd St_599 Lexington Ave,599 Lexington Ave,Northeast,New York,NY,10022.0,East Side / UN,A,15231.0,"Ogletree, Deakins, Nash, Smoak & Stewart",Legal Services,New,Midtown,157073,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0
2018,Q1,1.0,Manhattan,171177 Varick St,Manhattan_Hudson Square_New York_171177 Varick St_175 Varick St,175 Varick St,Northeast,New York,NY,10014.0,Hudson Square,O,16910.0,ROKT,"Technology, Advertising, Media, and Information",Expansion,Midtown South,159981,Relet,CBD,199870492.0,20399536.0,0.102063770373868,61.391797776729,73.7398641513934,,,,,,,,,3789831.0
2018,Q1,1.0,Manhattan,201 35th St,Manhattan_Penn Plaza/Times Square South_New York_201 35th St_462-468 Seventh Ave,462-468 Seventh Ave,Northeast,New York,NY,10018.0,Penn Plaza/Times Square South,O,10000.0,Cubic Transportation Systems,"Business, Professional, and Consulting Services (except Financial and Legal) - Including Accounting",Renewal and Expansion,Midtown,157401,,CBD,199870492.0,20399536.0,0.102063770373868,61.391797776729,73.7398641513934,,,,,,,,,3789831.0
2018,Q1,1.0,Manhattan,269271 W 35th St,Manhattan_Penn Plaza/Times Square South_New York_269271 W 35th St_500 Eighth Ave,500 Eighth Ave,Northeast,New York,NY,10018.0,Penn Plaza/Times Square South,O,69000.0,Pearl Studios,"Technology, Advertising, Media, and Information",Renewal and Expansion,Midtown,158121,,CBD,199870492.0,20399536.0,0.102063770373868,61.391797776729,73.7398641513934,,,,,,,,,3789831.0
2018,Q1,1.0,Manhattan,2937 E 51st St,Manhattan_Plaza South_New York_2937 E 51st St_477 Madison Ave,477 Madison Ave,Northeast,New York,NY,10022.0,Plaza South,O,10820.0,Threadstone Advisors,"Business, Professional, and Consulting Services (except Financial and Legal) - Including Accounting",Relocation,Midtown,157376,Relet,CBD,199870492.0,20399536.0,0.102063770373868,61.391797776729,73.7398641513934,,,,,,,,,3789831.0
2018,Q1,1.0,Manhattan,3 World Trade Center,Manhattan_WTC/Brookfield Place_New York_3 World Trade Center_3 World Trade Center,3 World Trade Center,Northeast,New York,NY,10007.0,WTC/Brookfield Place,A,184389.0,Mckinsey &,"Business, Professional, and Consulting Services (except Financial and Legal) - Including Accounting",Relocation,Downtown,5011038,New,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0
2018,Q1,1.0,Manhattan,3143 E 49th St,Manhattan_Plaza South_New York_3143 E 49th St_437 Madison Ave,437 Madison Ave,Northeast,New York,NY,10022.0,Plaza South,A,18650.0,Mitchell Silberberg & Knupp,Legal Services,Relocation,Midtown,157135,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0
2018,Q1,1.0,Manhattan,32 Sixth Ave,Manhattan_Tribeca_New York_32 Sixth Ave_32 Avenue of the Americas,32 Avenue of the Americas,Northeast,New York,NY,10013.0,Tribeca,O,56000.0,Industrial Color Brands,"Technology, Advertising, Media, and Information",Renewal,Downtown,159609,Relet,CBD,199870492.0,20399536.0,0.102063770373868,61.391797776729,73.7398641513934,,,,,,,,,3789831.0
2018,Q1,1.0,Manhattan,461 Fifth Avenue,Manhattan_Grand Central_New York_461 Fifth Avenue_461 Fifth Ave,461 Fifth Ave,Northeast,New York,NY,10017.0,Grand Central,A,33696.0,Everest Reinsurance,Financial Services and Insurance,Expansion,Midtown,157317,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0
2018,Q1,1.0,Manhattan,55 Hudson Yards,Manhattan_Hudson Yards_New York_55 Hudson Yards_550 W 34th St,550 W 34th St,Northeast,New York,NY,10001.0,Hudson Yards,A,13969.0,Third Point,Financial Services and Insurance,Expansion,Midtown,9485280,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0
2018,Q1,1.0,Manhattan,630 Fifth Ave,Manhattan_Plaza South_New York_630 Fifth Ave_45 Rockefeller Plz,45 Rockefeller Plz,Northeast,New York,NY,10111.0,Plaza South,A,63210.0,Rockefeller & Co,Financial Services and Insurance,Relocation,Midtown,52928,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0
2018,Q1,1.0,Manhattan,711 Third Avenue,Manhattan_Grand Central_New York_711 Third Avenue_711 Third Ave,711 Third Ave,Northeast,New York,NY,10017.0,Grand Central,O,30035.0,Chicago Title Insurance,Financial Services and Insurance,Renewal,Midtown,157526,,CBD,199870492.0,20399536.0,0.102063770373868,61.391797776729,73.7398641513934,,,,,,,,,3789831.0
2018,Q1,1.0,Manhattan,888 Seventh Avenue,Manhattan_Columbus Circle_New York_888 Seventh Avenue_888 7th Ave,888 7th Ave,Northeast,New York,NY,10106.0,Columbus Circle,A,19363.0,United Talent Agency,"Business, Professional, and Consulting Services (except Financial and Legal) - Including Accounting",Expansion,Midtown,157084,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0
2018,Q1,1.0,Manhattan,New York Times Building,Manhattan_Times Square_New York_New York Times Building_620 Eighth Ave,620 Eighth Ave,Northeast,New York,NY,10018.0,Times Square,A,140000.0,Liquidnet,Financial Services and Insurance,New,Midtown,594746,Sublet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0
2018,Q1,1.0,Manhattan,The Empire State Building,Manhattan_Penn Plaza/Times Square South_New York_The Empire State Building_350 Fifth Ave,350 Fifth Ave,Northeast,New York,NY,10118.0,Penn Plaza/Times Square South,A,11600.0,BTS,"Business, Professional, and Consulting Services (except Financial and Legal) - Including Accounting",Relocation,Midtown,157022,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0
2018,Q1,1.0,Manhattan,The Empire State Building,Manhattan_Penn Plaza/Times Square South_New York_The Empire State Building_350 Fifth Ave,350 Fifth Ave,Northeast,New York,NY,10118.0,Penn Plaza/Times Square South,A,12800.0,Raysearch,"Manufacturing (except Pharmaceutical, Retail, and Computer Tech)",Relocation,Midtown,157022,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0
2018,Q1,1.0,Manhattan,Times Square Tower  7 Times Square,Manhattan_Penn Plaza/Times Square South_New York_Times Square Tower  7 Times Square_7 Times Sq,7 Times Sq,Northeast,New York,NY,10036.0,Penn Plaza/Times Square South,A,41986.0,"Hawkins, Delafield & Wood",Legal Services,New,Midtown,351458,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0
2018,Q1,1.0,Manhattan,,Manhattan_Times Square_New York_NA_1155 Avenue of the Americas,1155 Avenue of the Americas,Northeast,New York,NY,10036.0,Times Square,A,16563.0,South Street Securities,Financial Services and Insurance,Relocation,Midtown,157118,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0
2018,Q1,1.0,Manhattan,,Manhattan_Plaza South_New York_NA_350 Park Ave,350 Park Ave,Northeast,New York,NY,10022.0,Plaza South,A,12855.0,Marshall Wace,Financial Services and Insurance,Expansion,Midtown,157261,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0
2018,Q1,1.0,Northern Virginia,Ballston Tower,Northern Virginia_Ballston_Arlington_Ballston Tower_671 N Glebe Rd,671 N Glebe Rd,Northeast,Arlington,VA,22203.0,Ballston,A,121308.0,E*TRADE,Financial Services and Insurance,Renewal,Arlington County,137473,Relet,Suburban,98172791.0,21540326.0,0.219412382805741,33.6637973930237,31.8378869259619,,,,,,,,,3476628.0
2018,Q1,1.0,Northern Virginia,SOMA  C at Reston Town Center,Northern Virginia_Reston / Herndon_Reston_SOMA  C at Reston Town Center_1818 Library St,1818 Library St,Northeast,Reston,VA,20190.0,Reston / Herndon,A,51588.0,Metron,"Technology, Advertising, Media, and Information",New,Fairfax County,781080,Relet,Suburban,98172791.0,21540326.0,0.219412382805741,33.6637973930237,31.8378869259619,,,,,,,,,3476628.0
2018,Q1,1.0,Northern Virginia,Two Freedom Square at Reston Town Center,Northern Virginia_Reston / Herndon_Reston_Two Freedom Square at Reston Town Center_11955 Freedom Dr,11955 Freedom Dr,Northeast,Reston,VA,20190.0,Reston / Herndon,A,60000.0,Fireeye,"Technology, Advertising, Media, and Information",New,Fairfax County,57619,Relet,Suburban,98172791.0,21540326.0,0.219412382805741,33.6637973930237,31.8378869259619,,,,,,,,,3476628.0
2018,Q1,1.0,Northern Virginia,,Northern Virginia_Tysons Corner_Vienna_NA_1850 Towers Crescent Plz,1850 Towers Crescent Plz,Northeast,Vienna,VA,22182.0,Tysons Corner,A,213060.0,Microstrategy,"Technology, Advertising, Media, and Information",Renewal,Fairfax County,505626,Relet,Suburban,98172791.0,21540326.0,0.219412382805741,33.6637973930237,31.8378869259619,,,,,,,,,3476628.0
2018,Q1,1.0,Raleigh/Durham,Charter Square,Raleigh/Durham_Downtown Raleigh_Raleigh_Charter Square_555 Fayetteville St,555 Fayetteville St,South,Raleigh,NC,27601.0,Downtown Raleigh,A,10939.0,Walkme,"Technology, Advertising, Media, and Information",New,Raleigh & Durham Downtowns Total,1588233,New,CBD,,,,,,,,,,,,,,
2018,Q1,2.0,Baltimore,10170 Junction Dr,Baltimore_Howard County_Annapolis Junction_10170 Junction Dr_10170 Junction Dr,10170 Junction Dr,Northeast,Annapolis Junction,MD,20701.0,Howard County,A,59161.0,Verizon,"Technology, Advertising, Media, and Information",New,South Suburbs,6620629,Relet,Suburban,41033288.0,6813380.0,0.166045187507275,27.104834876275,22.9540342193405,,,,,,,,,380750.0
2018,Q1,2.0,Boston,Bldg 2,Boston_Route 128 South_Quincy_Bldg 2_2 Batterymarch Park,2 Batterymarch Park,Northeast,Quincy,MA,2169.0,Route 128 South,A,21323.0,Future Technologies Group,"Technology, Advertising, Media, and Information",New,Route 128 Corridor,219151,Relet,Suburban,133073672.0,17127987.0,0.128710561169455,42.2978803558738,32.409955936499,,,,,,,,,2285080.0
2018,Q1,2.0,Los Angeles,34533457 S La Cienega Blvd,Los Angeles_Culver City_Los Angeles_34533457 S La Cienega Blvd_5760-5780 W Jefferson Blvd,5760-5780 W Jefferson Blvd,West,Los Angeles,CA,90016.0,Culver City,O,31181.0,Jukin Media,"Technology, Advertising, Media, and Information",Renewal,Westside,253989,Relet,CBD,68338197.0,14154981.0,0.207131320716583,31.902391809038,36.9589964321819,,,,,,,,,834899.0
2018,Q1,2.0,Los Angeles,5900 Wilshire,Los Angeles_Miracle Mile_Los Angeles_5900 Wilshire_5900 Wilshire Blvd,5900 Wilshire Blvd,West,Los Angeles,CA,90036.0,Miracle Mile,A,15292.0,Buchwald Talent Agency,"Technology, Advertising, Media, and Information",New,Wilshire District,248764,New,CBD,143744668.0,26495057.0,0.184320276839764,39.9017071694796,36.9589964321819,,,,,,,,,2480075.0
2018,Q1,2.0,Los Angeles,5900 Wilshire,Los Angeles_Miracle Mile_Los Angeles_5900 Wilshire_5900 Wilshire Blvd,5900 Wilshire Blvd,West,Los Angeles,CA,90036.0,Miracle Mile,A,30578.0,Edelman,"Technology, Advertising, Media, and Information",New,Wilshire District,248764,Relet,CBD,143744668.0,26495057.0,0.184320276839764,39.9017071694796,36.9589964321819,,,,,,,,,2480075.0
2018,Q1,2.0,Los Angeles,,Los Angeles_Century City_Los Angeles_NA_2049 Century Park E,2049 Century Park E,West,Los Angeles,CA,90067.0,Century City,A,35069.0,Tang Media Partners,"Technology, Advertising, Media, and Information",New,Westside,247517,Relet,CBD,143744668.0,26495057.0,0.184320276839764,39.9017071694796,36.9589964321819,,,,,,,,,2480075.0
2018,Q1,2.0,Manhattan,10 3rd Ave,Manhattan_Greenwich Village_New York_10 3rd Ave_51 Astor Pl,51 Astor Pl,Northeast,New York,NY,10003.0,Greenwich Village,A,25401.0,Chain Bridge Asset Management,Financial Services and Insurance,Relocation,Midtown South,8078605,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0
2018,Q1,2.0,Manhattan,1001 Avenue Of The Americas,Manhattan_Penn Plaza/Times Square South_New York_1001 Avenue Of The Americas_1001 6th Ave,1001 6th Ave,Northeast,New York,NY,10018.0,Penn Plaza/Times Square South,O,12107.0,Accutime Watch,"Manufacturing (except Pharmaceutical, Retail, and Computer Tech)",Renewal,Midtown,157357,,CBD,199870492.0,20399536.0,0.102063770373868,61.391797776729,73.7398641513934,,,,,,,,,3789831.0
2018,Q1,2.0,Manhattan,100106 18th St,Manhattan_Union Square_New York_100106 18th St_215 Park Ave S,215 Park Ave S,Northeast,New York,NY,10003.0,Union Square,O,17255.0,Clarifai,"Technology, Advertising, Media, and Information",Relocation,Midtown South,157501,Relet,CBD,199870492.0,20399536.0,0.102063770373868,61.391797776729,73.7398641513934,,,,,,,,,3789831.0
2018,Q1,2.0,Manhattan,101109 E 48th St,Manhattan_Plaza South_New York_101109 E 48th St_299 Park Ave,299 Park Ave,Northeast,New York,NY,10171.0,Plaza South,A,28320.0,Tiptree Operating,Financial Services and Insurance,New,Midtown,157111,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0
2018,Q1,2.0,Manhattan,101109 E 48th St,Manhattan_Plaza South_New York_101109 E 48th St_299 Park Ave,299 Park Ave,Northeast,New York,NY,10171.0,Plaza South,A,29771.0,Traxys,Financial Services and Insurance,Relocation,Midtown,157111,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0
2018,Q1,2.0,Manhattan,1700 Broadway,Manhattan_Columbus Circle_New York_1700 Broadway_1700 Broadway,1700 Broadway,Northeast,New York,NY,10019.0,Columbus Circle,A,12625.0,Ls Power Group,Financial Services and Insurance,New,Midtown,157108,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0
2018,Q1,2.0,Manhattan,2 Park Ave,Manhattan_Park Avenue South_New York_2 Park Ave_2 Park Avenue,2 Park Avenue,Northeast,New York,NY,10016.0,Park Avenue South,O,28319.0,Creditsights,"Business, Professional, and Consulting Services (except Financial and Legal) - Including Accounting",Relocation,Midtown South,157283,Relet,CBD,199870492.0,20399536.0,0.102063770373868,61.391797776729,73.7398641513934,,,,,,,,,3789831.0
2018,Q1,2.0,Manhattan,218 Dey St,Manhattan_WTC/Brookfield Place_New York_218 Dey St_195 Broadway,195 Broadway,Northeast,New York,NY,10007.0,WTC/Brookfield Place,O,287620.0,Omnicom Media Group,"Technology, Advertising, Media, and Information",Restructure,Downtown,157271,Relet,CBD,199870492.0,20399536.0,0.102063770373868,61.391797776729,73.7398641513934,,,,,,,,,3789831.0
2018,Q1,2.0,Manhattan,3173 W 51st St,Manhattan_Plaza South_New York_3173 W 51st St_1290 Avenue of the Americas,1290 Avenue of the Americas,Northeast,New York,NY,10104.0,Plaza South,A,51553.0,Selendy & Gay Pllc,Legal Services,New,Midtown,157098,Sublet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0
2018,Q1,2.0,Manhattan,390 Madison,Manhattan_Grand Central_New York_390 Madison_390 Madison Ave,390 Madison Ave,Northeast,New York,NY,10017.0,Grand Central,A,417158.0,JP Morgan,Financial Services and Insurance,Relocation,Midtown,157345,New,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0
2018,Q1,2.0,Manhattan,510 Madison,Manhattan_Plaza South_New York_510 Madison_510 Madison Ave,510 Madison Ave,Northeast,New York,NY,10022.0,Plaza South,A,11500.0,Varde Partners,Financial Services and Insurance,Expansion,Midtown,5822182,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0
2018,Q1,2.0,Manhattan,5462 W 21st St,Manhattan_Flatiron_New York_5462 W 21st St_54 W 21st St,54 W 21st St,Northeast,New York,NY,10010.0,Flatiron,O,13075.0,Quovo,"Technology, Advertising, Media, and Information",New,Midtown South,158130,Relet,CBD,199870492.0,20399536.0,0.102063770373868,61.391797776729,73.7398641513934,,,,,,,,,3789831.0
2018,Q1,2.0,Manhattan,600618 Third Ave,Manhattan_Grand Central_New York_600618 Third Ave_600 Third Ave,600 Third Ave,Northeast,New York,NY,10016.0,Grand Central,A,13129.0,3G Capital,Financial Services and Insurance,Renewal,Midtown,157116,,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0
2018,Q1,2.0,Manhattan,675 3rd Ave,Manhattan_Grand Central_New York_675 3rd Ave_675 Third Ave,675 Third Ave,Northeast,New York,NY,10017.0,Grand Central,A,28151.0,The Execu|Search Group,"Business, Professional, and Consulting Services (except Financial and Legal) - Including Accounting",Renewal and Expansion,Midtown,157236,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0
2018,Q1,2.0,Manhattan,745755 Fifth Ave,Manhattan_Plaza North_New York_745755 Fifth Ave_745 Fifth Ave,745 Fifth Ave,Northeast,New York,NY,10151.0,Plaza North,A,14051.0,Artisan Partners,Financial Services and Insurance,New,Midtown,2631,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0
2018,Q1,2.0,Manhattan,756770 Broadway,Manhattan_Greenwich Village_New York_756770 Broadway_770 Broadway,770 Broadway,Northeast,New York,NY,10003.0,Greenwich Village,O,77378.0,Meta,"Technology, Advertising, Media, and Information",Expansion,Midtown South,157838,,CBD,199870492.0,20399536.0,0.102063770373868,61.391797776729,73.7398641513934,,,,,,,,,3789831.0
2018,Q1,2.0,Manhattan,Grand Central District Tower,Manhattan_Grand Central_New York_Grand Central District Tower_747 Third Ave,747 Third Ave,Northeast,New York,NY,10017.0,Grand Central,O,11219.0,Dfg Investment Advvisors,Financial Services and Insurance,TBD,Midtown,157160,Sublet,CBD,199870492.0,20399536.0,0.102063770373868,61.391797776729,73.7398641513934,,,,,,,,,3789831.0
2018,Q1,2.0,Manhattan,International Plaza,Manhattan_East Side / UN_New York_International Plaza_750 Lexington Ave,750 Lexington Ave,Northeast,New York,NY,10022.0,East Side / UN,A,11350.0,Arkin Solbakken,"Business, Professional, and Consulting Services (except Financial and Legal) - Including Accounting",Restructure,Midtown,157254,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0
2018,Q1,2.0,Manhattan,One Manhattan West,Manhattan_Hudson Yards_New York_One Manhattan West_1 Manhattan West,1 Manhattan West,Northeast,New York,NY,10001.0,Hudson Yards,A,32584.0,Mckool Smith,Legal Services,Expansion,Midtown,157187,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0
2018,Q1,2.0,Manhattan,Park Avenue Tower,Manhattan_Plaza North_New York_Park Avenue Tower_65 E 55th St,65 E 55th St,Northeast,New York,NY,10022.0,Plaza North,A,17878.0,Exoduspoint Capital Management,Financial Services and Insurance,New,Midtown,157175,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0
