year,quarter,monthsigned,market,building_name,building_id,address,region,city,state,zip,internal_submarket,internal_class,leasedsf,company_name,internal_industry,transaction_type,internal_market_cluster,costarid,space_type,cbd_suburban,rba,available_space,availability_proportion,internal_class_rent,overall_rent,direct_available_space,direct_availability_proportion,direct_internal_class_rent,direct_overall_rent,sublet_available_space,sublet_availability_proportion,sublet_internal_class_rent,sublet_overall_rent,leasing,rent_per_sf,leasing_density,availability_score,year_month,is_sublet,is_direct,norm_leasedsf,norm_rent,norm_density,lease_score
2018,,1.0,Manhattan,101109 E 48th St,Manhattan_Plaza South_New York_101109 E 48th St_299 Park Ave,299 Park Ave,Northeast,New York,NY,10171.0,Plaza South,A,59534.0,King Street Capital,Financial Services And Insurance,Relocation,Midtown,157111,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0,0.0012386176663989217,0.00024379944451778594,0.875929326695953,2018-1.0,False,False,0.034085357210194636,0.8332233838036227,0.005848403588411176,-0.2345783511804856
2018,,1.0,Manhattan,110 E 24th St,Manhattan_Park Avenue South_New York_110 E 24th St_315 Park Ave S,315 Park Ave S,Northeast,New York,NY,10010.0,Park Avenue South,O,34100.0,Pitchbook Data,"Technology, Advertising, Media, And Information",Relocation,Midtown South,157511,Relet,CBD,199870492.0,20399536.0,0.102063770373868,61.391797776729,73.7398641513934,,,,,,,,,3789831.0,0.002162459359278399,0.00017061047710834675,0.897936229626132,2018-1.0,False,False,0.016583702280568716,0.8332233838036227,0.00377594278873561,-0.24220075139223862
2018,,1.0,Manhattan,111 50th St,Manhattan_East Side / UN_New York_111 50th St_560 Lexington Ave,560 Lexington Ave,Northeast,New York,NY,10022.0,East Side / UN,A,17162.0,Kpmg,"Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",Expansion,Midtown,157441,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0,0.004296694100419147,7.028061388138278e-05,0.875929326695953,2018-1.0,False,False,0.0049283184951632005,0.8332233838036227,0.0009349448086510158,-0.2477152043004262
2018,,1.0,Manhattan,111123 38th St,Manhattan_Penn Plaza/Times Square South_New York_111123 38th St_1400 Broadway,1400 Broadway,Northeast,New York,NY,10018.0,Penn Plaza/Times Square South,O,34591.0,Uber,"Technology, Advertising, Media, And Information",New,Midtown,157163,Relet,CBD,199870492.0,20399536.0,0.102063770373868,61.391797776729,73.7398641513934,,,,,,,,,3789831.0,0.002131764451776283,0.00017306706784911503,0.897936229626132,2018-1.0,False,False,0.016921569410019308,0.8332233838036227,0.003845505021832939,-0.2420447358705292
2018,,1.0,Manhattan,1127 W 42nd St,Manhattan_Grand Central_New York_1127 W 42nd St_11 W 42nd St,11 W 42nd St,Northeast,New York,NY,10036.0,Grand Central,O,150000.0,Cit,Financial Services And Insurance,Renewal,Midtown,157226,Relet,CBD,199870492.0,20399536.0,0.102063770373868,61.391797776729,73.7398641513934,,,,,,,,,3789831.0,0.0004915990943426227,0.0007504859696848097,0.897936229626132,2018-1.0,False,False,0.09633685972114607,0.8332233838036227,0.020196029990325052,-0.20537346225553085
2018,,1.0,Manhattan,119 W 40th St,Manhattan_Penn Plaza/Times Square South_New York_119 W 40th St_114 W 41st St,114 W 41st St,Northeast,New York,NY,10036.0,Penn Plaza/Times Square South,O,15931.0,Demandbase,"Technology, Advertising, Media, And Information",Relocation,Midtown,157417,Relet,CBD,199870492.0,20399536.0,0.102063770373868,61.391797776729,73.7398641513934,,,,,,,,,3789831.0,0.00462870279024502,7.970661322032468e-05,0.897936229626132,2018-1.0,False,False,0.0040812422500436955,0.8332233838036227,0.001201856814916122,-0.24797396119659448
2018,,1.0,Manhattan,134152 53rd St,Manhattan_East Side / UN_New York_134152 53rd St_599 Lexington Ave,599 Lexington Ave,Northeast,New York,NY,10022.0,East Side / UN,A,15231.0,"Ogletree, Deakins, Nash, Smoak & Stewart",Legal Services,New,Midtown,157073,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0,0.0048414328771186005,6.237291865909224e-05,0.875929326695953,2018-1.0,False,False,0.0035995579514379655,0.8332233838036227,0.0007110259730115163,-0.24831388416860817
2018,,1.0,Manhattan,171177 Varick St,Manhattan_Hudson Square_New York_171177 Varick St_175 Varick St,175 Varick St,Northeast,New York,NY,10014.0,Hudson Square,O,16910.0,Rokt,"Technology, Advertising, Media, And Information",Expansion,Midtown South,159981,Relet,CBD,199870492.0,20399536.0,0.102063770373868,61.391797776729,73.7398641513934,,,,,,,,,3789831.0,0.004360725260283466,8.460478498246754e-05,0.897936229626132,2018-1.0,False,False,0.004754912147665138,0.8332233838036227,0.0013405562572833013,-0.24766288340483575
2018,,1.0,Manhattan,201 35th St,Manhattan_Penn Plaza/Times Square South_New York_201 35th St_462-468 Seventh Ave,462-468 Seventh Ave,Northeast,New York,NY,10018.0,Penn Plaza/Times Square South,O,10000.0,Cubic Transportation Systems,"Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",Renewal and Expansion,Midtown,157401,,CBD,199870492.0,20399536.0,0.102063770373868,61.391797776729,73.7398641513934,,,,,,,,,3789831.0,0.00737398641513934,5.0032397978987315e-05,0.897936229626132,2018-1.0,False,False,0.0,0.8332233838036227,0.00036158470799095414,-0.24985853972868952
2018,,1.0,Manhattan,269271 W 35th St,Manhattan_Penn Plaza/Times Square South_New York_269271 W 35th St_500 Eighth Ave,500 Eighth Ave,Northeast,New York,NY,10018.0,Penn Plaza/Times Square South,O,69000.0,Pearl Studios,"Technology, Advertising, Media, And Information",Renewal and Expansion,Midtown,158121,,CBD,199870492.0,20399536.0,0.102063770373868,61.391797776729,73.7398641513934,,,,,,,,,3789831.0,0.0010686936833535275,0.0003452235460550125,0.897936229626132,2018-1.0,False,False,0.04059910516819727,0.8332233838036227,0.008720386648403182,-0.23111125707928692
2018,,1.0,Manhattan,2937 E 51st St,Manhattan_Plaza South_New York_2937 E 51st St_477 Madison Ave,477 Madison Ave,Northeast,New York,NY,10022.0,Plaza South,O,10820.0,Threadstone Advisors,"Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",Relocation,Midtown,157376,Relet,CBD,199870492.0,20399536.0,0.102063770373868,61.391797776729,73.7398641513934,,,,,,,,,3789831.0,0.006815144561126932,5.413505461326427e-05,0.897936229626132,2018-1.0,False,False,0.0005642587497952838,0.8332233838036227,0.00047775788750176813,-0.24959798427491814
2018,,1.0,Manhattan,3 World Trade Center,Manhattan_WTC/Brookfield Place_New York_3 World Trade Center_3 World Trade Center,3 World Trade Center,Northeast,New York,NY,10007.0,WTC/Brookfield Place,A,184389.0,Mckinsey &,"Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",Relocation,Downtown,5011038,New,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0,0.00039991465950459847,0.0007550968484427392,0.875929326695953,2018-1.0,False,False,0.12000063307079244,0.8332233838036227,0.020326594279125674,-0.19586878362903212
2018,,1.0,Manhattan,3143 E 49th St,Manhattan_Plaza South_New York_3143 E 49th St_437 Madison Ave,437 Madison Ave,Northeast,New York,NY,10022.0,Plaza South,A,18650.0,Mitchell Silberberg & Knupp,Legal Services,Relocation,Midtown,157135,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0,0.003953880115356215,7.637416669897382e-05,0.875929326695953,2018-1.0,False,False,0.0059522416899136675,0.8332233838036227,0.0011074933469376934,-0.24725387046104003
2018,,1.0,Manhattan,32 Sixth Ave,Manhattan_Tribeca_New York_32 Sixth Ave_32 Avenue of the Americas,32 Avenue of the Americas,Northeast,New York,NY,10013.0,Tribeca,O,56000.0,Industrial Color Brands,"Technology, Advertising, Media, And Information",Renewal,Downtown,159609,Relet,CBD,199870492.0,20399536.0,0.102063770373868,61.391797776729,73.7398641513934,,,,,,,,,3789831.0,0.0013167832884177393,0.00028018142868232895,0.897936229626132,2018-1.0,False,False,0.03165353962266228,0.8332233838036227,0.006878616729329301,-0.23524201427322308
2018,,1.0,Manhattan,461 Fifth Avenue,Manhattan_Grand Central_New York_461 Fifth Avenue_461 Fifth Ave,461 Fifth Ave,Northeast,New York,NY,10017.0,Grand Central,A,33696.0,Everest Reinsurance,Financial Services And Insurance,Expansion,Midtown,157317,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0,0.002188386281795863,0.0001379894863854489,0.875929326695953,2018-1.0,False,False,0.016305701628230553,0.8332233838036227,0.0028522280963068853,-0.2425890660609025
2018,,1.0,Manhattan,55 Hudson Yards,Manhattan_Hudson Yards_New York_55 Hudson Yards_550 W 34th St,550 W 34th St,Northeast,New York,NY,10001.0,Hudson Yards,A,13969.0,Third Point,Financial Services And Insurance,Expansion,Midtown,9485280,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0,0.005278821973755702,5.7204865126968656e-05,0.875929326695953,2018-1.0,False,False,0.0027311499730944917,0.8332233838036227,0.0005646844035775193,-0.24870514983077574
2018,,1.0,Manhattan,630 Fifth Ave,Manhattan_Plaza South_New York_630 Fifth Ave_45 Rockefeller Plz,45 Rockefeller Plz,Northeast,New York,NY,10111.0,Plaza South,A,63210.0,Rockefeller & Co,Financial Services And Insurance,Relocation,Midtown,52928,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0,0.0011665854160954501,0.0002588531408601681,0.875929326695953,2018-1.0,False,False,0.0366148878983013,0.8332233838036227,0.00627467269240434,-0.23343865817404497
2018,,1.0,Manhattan,711 Third Avenue,Manhattan_Grand Central_New York_711 Third Avenue_711 Third Ave,711 Third Ave,Northeast,New York,NY,10017.0,Grand Central,O,30035.0,Chicago Title Insurance,Financial Services And Insurance,Renewal,Midtown,157526,,CBD,199870492.0,20399536.0,0.102063770373868,61.391797776729,73.7398641513934,,,,,,,,,3789831.0,0.0024551311520357383,0.00015027230732988839,0.897936229626132,2018-1.0,False,False,0.013786492746522584,0.8332233838036227,0.0032000355025021228,-0.24349240739172712
2018,,1.0,Manhattan,888 Seventh Avenue,Manhattan_Columbus Circle_New York_888 Seventh Avenue_888 7th Ave,888 7th Ave,Northeast,New York,NY,10106.0,Columbus Circle,A,19363.0,United Talent Agency,"Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",Expansion,Midtown,157084,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0,0.00380828715340564,7.92939940907362e-05,0.875929326695953,2018-1.0,False,False,0.006442871554064933,0.8332233838036227,0.0011901728548667269,-0.2470328146630008
2018,,1.0,Manhattan,New York Times Building,Manhattan_Times Square_New York_New York Times Building_620 Eighth Ave,620 Eighth Ave,Northeast,New York,NY,10018.0,Times Square,A,140000.0,Liquidnet,Financial Services And Insurance,New,Midtown,594746,Sublet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0,0.0005267133153670958,0.000573318141440018,0.875929326695953,2018-1.0,False,False,0.08945565545534992,0.8332233838036227,0.015179244100357297,-0.20963097972883965
2018,,1.0,Manhattan,The Empire State Building,Manhattan_Penn Plaza/Times Square South_New York_The Empire State Building_350 Fifth Ave,350 Fifth Ave,Northeast,New York,NY,10118.0,Penn Plaza/Times Square South,A,11600.0,Bts,"Business, Professional, And Consulting Services (Except Financial And Legal) - Including Accounting",Relocation,Midtown,157022,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0,0.006356884840637363,4.750350314788721e-05,0.875929326695953,2018-1.0,False,False,0.001100992682527383,0.8332233838036227,0.00028997507078105424,-0.24943962554684151
2018,,1.0,Manhattan,The Empire State Building,Manhattan_Penn Plaza/Times Square South_New York_The Empire State Building_350 Fifth Ave,350 Fifth Ave,Northeast,New York,NY,10118.0,Penn Plaza/Times Square South,A,12800.0,Raysearch,"Manufacturing (Except Pharmaceutical, Retail, And Computer Tech)",Relocation,Midtown,157022,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0,0.00576092688682761,5.24176586459445e-05,0.875929326695953,2018-1.0,False,False,0.0019267371944229209,0.8332233838036227,0.0004291271177864395,-0.2490675821279817
2018,,1.0,Manhattan,Times Square Tower  7 Times Square,Manhattan_Penn Plaza/Times Square South_New York_Times Square Tower  7 Times Square_7 Times Sq,7 Times Sq,Northeast,New York,NY,10036.0,Penn Plaza/Times Square South,A,41986.0,"Hawkins, Delafield & Wood",Legal Services,New,Midtown,351458,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0,0.0017562964833847808,0.0001719381106178614,0.875929326695953,2018-1.0,False,False,0.02201021996457556,0.8332233838036227,0.003813536821035756,-0.24001886610894585
2018,,1.0,Manhattan,,Manhattan_Times Square_New York_NA_1155 Avenue of the Americas,1155 Avenue of the Americas,Northeast,New York,NY,10036.0,Times Square,A,16563.0,South Street Securities,Financial Services And Insurance,Relocation,Midtown,157118,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0,0.004452083810384194,6.782763126193584e-05,0.875929326695953,2018-1.0,False,False,0.004516134359642011,0.8332233838036227,0.0008654847451874941,-0.24790091597367375
2018,,1.0,Manhattan,,Manhattan_Plaza South_New York_NA_350 Park Ave,350 Park Ave,Northeast,New York,NY,10022.0,Plaza South,A,12855.0,Marshall Wace,Financial Services And Insurance,Expansion,Midtown,157261,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0,0.005736278813799565,5.26428907729388e-05,0.875929326695953,2018-1.0,False,False,0.0019645838178847996,0.8332233838036227,0.0004355049199408533,-0.24905053013795062
2018,,1.0,Northern Virginia,Ballston Tower,Northern Virginia_Ballston_Arlington_Ballston Tower_671 N Glebe Rd,671 N Glebe Rd,Northeast,Arlington,VA,22203.0,Ballston,A,121308.0,E*Trade,Financial Services And Insurance,Renewal,Arlington County,137473,Relet,Suburban,98172791.0,21540326.0,0.219412382805741,33.6637973930237,31.8378869259619,,,,,,,,,3476628.0,0.0002624549652616637,0.0012356580551937247,0.780587617194259,2018-1.0,False,False,0.07659330844172377,0.19831851972194758,0.03393444117310652,-0.01867790018796281
2018,,1.0,Northern Virginia,SOMA  C at Reston Town Center,Northern Virginia_Reston / Herndon_Reston_SOMA  C at Reston Town Center_1818 Library St,1818 Library St,Northeast,Reston,VA,20190.0,Reston / Herndon,A,51588.0,Metron,"Technology, Advertising, Media, And Information",New,Fairfax County,781080,Relet,Suburban,98172791.0,21540326.0,0.219412382805741,33.6637973930237,31.8378869259619,,,,,,,,,3476628.0,0.0006171568373645402,0.0005254816479649642,0.780587617194259,2018-1.0,False,False,0.028617552300593024,0.19831851972194758,0.013824678500785809,-0.043901131446111324
2018,,1.0,Northern Virginia,Two Freedom Square at Reston Town Center,Northern Virginia_Reston / Herndon_Reston_Two Freedom Square at Reston Town Center_11955 Freedom Dr,11955 Freedom Dr,Northeast,Reston,VA,20190.0,Reston / Herndon,A,60000.0,Fireeye,"Technology, Advertising, Media, And Information",New,Fairfax County,57619,Relet,Suburban,98172791.0,21540326.0,0.219412382805741,33.6637973930237,31.8378869259619,,,,,,,,,3476628.0,0.0005306314487660317,0.0006111673039834428,0.780587617194259,2018-1.0,False,False,0.03440602132898074,0.19831851972194758,0.016251002706172524,-0.04085784657314022
2018,,1.0,Northern Virginia,,Northern Virginia_Tysons Corner_Vienna_NA_1850 Towers Crescent Plz,1850 Towers Crescent Plz,Northeast,Vienna,VA,22182.0,Tysons Corner,A,213060.0,Microstrategy,"Technology, Advertising, Media, And Information",Renewal,Fairfax County,505626,Relet,Suburban,98172791.0,21540326.0,0.219412382805741,33.6637973930237,31.8378869259619,,,,,,,,,3476628.0,0.00014943155414419367,0.0021702550964452054,0.780587617194259,2018-1.0,False,False,0.13972973382125659,0.19831851972194758,0.060399027299193296,0.014516045801676355
2018,,2.0,Baltimore,10170 Junction Dr,Baltimore_Howard County_Annapolis Junction_10170 Junction Dr_10170 Junction Dr,10170 Junction Dr,Northeast,Annapolis Junction,MD,20701.0,Howard County,A,59161.0,Verizon,"Technology, Advertising, Media, And Information",New,South Suburbs,6620629,Relet,Suburban,41033288.0,6813380.0,0.166045187507275,27.104834876275,22.9540342193405,,,,,,,,,380750.0,0.0003879926677936563,0.00144178063429867,0.833954812492725,2018-2.0,False,False,0.03382868829108044,0.06370908912458273,0.03977112640372683,0.006350086500175406
2018,,2.0,Boston,Bldg 2,Boston_Route 128 South_Quincy_Bldg 2_2 Batterymarch Park,2 Batterymarch Park,Northeast,Quincy,MA,2169.0,Route 128 South,A,21323.0,Future Technologies Group,"Technology, Advertising, Media, And Information",New,Route 128 Corridor,219151,Relet,Suburban,133073672.0,17127987.0,0.128710561169455,42.2978803558738,32.409955936499,,,,,,,,,2285080.0,0.0015199529117150027,0.00016023455037747811,0.871289438830545,2018-2.0,False,False,0.007791587590160979,0.20698659272065933,0.0034821320933375796,-0.05793470315213214
2018,,2.0,Los Angeles,34533457 S La Cienega Blvd,Los Angeles_Culver City_Los Angeles_34533457 S La Cienega Blvd_5760-5780 W Jefferson Blvd,5760-5780 W Jefferson Blvd,West,Los Angeles,CA,90016.0,Culver City,O,31181.0,Jukin Media,"Technology, Advertising, Media, And Information",Renewal,Westside,253989,Relet,CBD,68338197.0,14154981.0,0.207131320716583,31.902391809038,36.9589964321819,,,,,,,,,834899.0,0.0011853050393567204,0.00045627484143311535,0.792868679283417,2018-2.0,False,False,0.01457507875538282,0.2759143171112079,0.011864978853629842,-0.07338476997512028
2018,,2.0,Los Angeles,5900 Wilshire,Los Angeles_Miracle Mile_Los Angeles_5900 Wilshire_5900 Wilshire Blvd,5900 Wilshire Blvd,West,Los Angeles,CA,90036.0,Miracle Mile,A,15292.0,Buchwald Talent Agency,"Technology, Advertising, Media, And Information",New,Wilshire District,248764,New,CBD,143744668.0,26495057.0,0.184320276839764,39.9017071694796,36.9589964321819,,,,,,,,,2480075.0,0.00241688441225359,0.00010638307641435438,0.815679723160236,2018-2.0,False,False,0.003641533297459321,0.2759143171112079,0.001957242854649815,-0.08073050895798368
2018,,2.0,Los Angeles,5900 Wilshire,Los Angeles_Miracle Mile_Los Angeles_5900 Wilshire_5900 Wilshire Blvd,5900 Wilshire Blvd,West,Los Angeles,CA,90036.0,Miracle Mile,A,30578.0,Edelman,"Technology, Advertising, Media, And Information",New,Wilshire District,248764,Relet,CBD,143744668.0,26495057.0,0.184320276839764,39.9017071694796,36.9589964321819,,,,,,,,,2480075.0,0.0012086793260573582,0.00021272441215002146,0.815679723160236,2018-2.0,False,False,0.014160142138155314,0.2759143171112079,0.004968465139893929,-0.07561969873613206
2018,,2.0,Los Angeles,,Los Angeles_Century City_Los Angeles_NA_2049 Century Park E,2049 Century Park E,West,Los Angeles,CA,90067.0,Century City,A,35069.0,Tang Media Partners,"Technology, Advertising, Media, And Information",New,Westside,247517,Relet,CBD,143744668.0,26495057.0,0.184320276839764,39.9017071694796,36.9589964321819,,,,,,,,,2480075.0,0.0010538936505797684,0.0002439673101474623,0.815679723160236,2018-2.0,False,False,0.017250490973924365,0.2759143171112079,0.005853156967908538,-0.07411815165342005
2018,,2.0,Manhattan,10 3rd Ave,Manhattan_Greenwich Village_New York_10 3rd Ave_51 Astor Pl,51 Astor Pl,Northeast,New York,NY,10003.0,Greenwich Village,A,25401.0,Chain Bridge Asset Management,Financial Services And Insurance,Relocation,Midtown South,8078605,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0,0.002903029965410551,0.00010402038650512784,0.875929326695953,2018-2.0,False,False,0.010597742689752648,0.8332233838036227,0.001890339571382158,-0.2451608161937711
2018,,2.0,Manhattan,1001 Avenue Of The Americas,Manhattan_Penn Plaza/Times Square South_New York_1001 Avenue Of The Americas_1001 6th Ave,1001 6th Ave,Northeast,New York,NY,10018.0,Penn Plaza/Times Square South,O,12107.0,Accutime Watch,"Manufacturing (Except Pharmaceutical, Retail, And Computer Tech)",Renewal,Midtown,157357,,CBD,199870492.0,20399536.0,0.102063770373868,61.391797776729,73.7398641513934,,,,,,,,,3789831.0,0.006090680114924705,6.057422423315994e-05,0.897936229626132,2018-2.0,False,False,0.001449869738803248,0.8332233838036227,0.0006600931094900822,-0.24918903931271846
2018,,2.0,Manhattan,100106 18th St,Manhattan_Union Square_New York_100106 18th St_215 Park Ave S,215 Park Ave S,Northeast,New York,NY,10003.0,Union Square,O,17255.0,Clarifai,"Technology, Advertising, Media, And Information",Relocation,Midtown South,157501,Relet,CBD,199870492.0,20399536.0,0.102063770373868,61.391797776729,73.7398641513934,,,,,,,,,3789831.0,0.004273536027319235,8.63309027127426e-05,0.897936229626132,2018-2.0,False,False,0.004992313694835105,0.8332233838036227,0.001389433997443339,-0.24755325946391976
2018,,2.0,Manhattan,101109 E 48th St,Manhattan_Plaza South_New York_101109 E 48th St_299 Park Ave,299 Park Ave,Northeast,New York,NY,10171.0,Plaza South,A,28320.0,Tiptree Operating,Financial Services And Insurance,New,Midtown,157111,Relet,CBD,244192517.0,30297130.0,0.124070673304047,82.4648014546126,73.7398641513934,,,,,,,,,5131601.0,0.0026038087624079592,0.00011597406975415221,0.875929326695953,2018-2.0,False,False,0.012606366214938543,0.8332233838036227,0.0022288269257227577,-0.24425582057739456
